"product_name","countries_en","additives_n","pnns_groups_2","energy_100g","fat_100g","saturated.fat_100g","carbohydrates_100g","proteins_100g","sodium_100g","nutrition.score.fr_100g","nutrition.score.uk_100g"
"salchichón cular extra","UK",4,"Processed meat",1235,21,8.1,2.8,25,1.41732283464567,21,21
"Chorizo","France",3,"Processed meat",1238,21,7.3,3.8,24,0.905511811023622,20,20
"Jambon Serrano Espagnol Bodega","Other",2,"Processed meat",980,12,4,1.5,30,2.04724409448819,15,15
"Tapas al minto Choricitos forts","France",6,"Processed meat",1452,29,8.6,2.8,20,1.33858267716535,22,22
"Chorizo à griller","France",5,"Processed meat",1814,40,19,1.8,17,0.866141732283465,24,24
"Original","France",4,"Biscuits and cakes",2000,20,10,69.1,4.55,0.358,22,22
"Pandorino Cacao","Other",7,"Biscuits and cakes",1746,22,9.1,47.5,5.9,0.169,16,16
"Premium Brownie Doble Chocolate + Chocolate","Other",6,"Biscuits and cakes",2147,28,16,57,6,0.15748031496063,20,20
"Galletas rellenas con crema sabor fresa","Other",3,"Biscuits and cakes",2090,20,13.3,70,6.67,0.167,20,20
"Salmorejo","Spain",0,"Soups",306,5,0.9,6,0.6,0.24,1,1
"Gazpacho Tradicional","Spain",0,"Soups",146,2.2,0.3,2.9,0.9,0.31496062992126,2,2
"Gazpacho Gourmet","Spain",0,"Soups",307,6,0.8,3.5,1.5,0.25,1,1
"Fuet con Carne de Credo Ibérico","Spain",5,"Processed meat",1979,42,15.3,1,24,1.49606299212598,25,25
"Cookies con chocolate","Spain",3,"Biscuits and cakes",1861,18.4,3.5,58.5,6.6,0.15,8,8
"Chip Choco","Other",3,"Biscuits and cakes",1909,24.8,6.6,61.5,5.8,0.23,8,8
"Maria","France",3,"Biscuits and cakes",1713,11,1.3,75,7,0.393700787401575,1,1
"Digestive","Other",0,"Biscuits and cakes",2025,21,10,66,6,0.62992125984252,20,20
"Cookies de cacao sin gluten","Spain",3,"Biscuits and cakes",2073,23,6,65,5.1,0.228346456692913,14,14
"Pastas sin gluten","Spain",3,"Biscuits and cakes",2022,19,1.9,72.4,4.8,0.33,13,13
"Galletas María","Spain",2,"Biscuits and cakes",1994,18.5,9.2,69,7.2,0.26,17,17
"Sandwich fourrés goût vanille","France",3,"Biscuits and cakes",2058,22,12,67,5,0.374015748031496,24,24
"Galletas Digestive Avena choco","Spain",1,"Biscuits and cakes",1995,21,4.8,61,7.6,0.393700787401575,12,12
"Galletas Digestive con muesli","Spain",7,"Biscuits and cakes",1946,18.8,1.8,62.6,7.9,0.28,8,8
"Galletas María sin gluten","Spain",3,"Biscuits and cakes",1939,18.6,1.9,65.4,6,0.35,7,7
"Cookies sin gluten sin azúcares añadidos","Spain",4,"Biscuits and cakes",1873,23.2,6.4,63.2,5.6,0.23,8,8
"Galletas Maria","Other",1,"Biscuits and cakes",1838,10.2,5.1,78.3,6.8,0.275590551181102,15,15
"Vitalday Avena y chips de chocolate","Spain",2,"Biscuits and cakes",1875,18,4,57,8,0.236220472440945,9,9
"Galletas Digestive sin gluten","Spain",3,"Biscuits and cakes",1919,16,1.4,75,1.2,0.366141732283465,8,8
"Galletas Digestive Avena naranja","Spain",4,"Biscuits and cakes",1989,21,2.6,60,8.1,0.385826771653543,9,9
"Palméritas","France",6,"Biscuits and cakes",2347,32,15,60,4.8,0.31496062992126,22,22
"Fraise","Other",9,"Biscuits and cakes",1597.4,18.7,3.3,49.1,4.2,0.23,14,14
"Choc-Chips","Other",5,"Biscuits and cakes",1669,15.4,3.5,58,5.6,0.27,13,13
"Cacao","Other",7,"Biscuits and cakes",1819,22,3.3,54.3,4.2,0.23,15,15
"Chocoback, fourrées au cacao","France",10,"Biscuits and cakes",1819,22,3.3,54.3,4.2,0.23,15,15
"Dúo","Other",5,"Biscuits and cakes",1821,21,3.2,56,5,0.23,15,15
"Crema de verduras y hortalizas","Spain",0,"Soups",237,2.9,0.4,5.9,1.2,0.393700787401575,3,3
"Mató del Pirineu","France",0,"Cheese",602,10,7,4,9,0.0393700787401575,2,2
"Chorizo BBQ fort","France",4,"Processed meat",1997,44,17,2.7,19,1.10236220472441,25,25
"Chorizo doux","France",3,"Processed meat",1564,31,12,1.5,23,1.5748031496063,24,24
"Chorizo extra fort","France",2,"Processed meat",1970.5,42,14.5,4.5,20,1.37795275590551,25,25
"Chorizo Doux","France",2,"Processed meat",1970.5,42,14.5,4.5,20,1.37795275590551,25,25
"Crema de calabacín","Spain",1,"Soups",143.8,2.8,0.09,1.4,0.6,0.0866141732283465,0,0
"Chorizo Snack","France",5,"Processed meat",1842,36,13,5.6,24,1.69291338582677,25,25
"6 magadalenas fourrées à la confiture de fraise","France",12,"Biscuits and cakes",1903.6,21.6,2.2,60.2,3.8,0.206692913385827,19,19
"Pâté au jambon","France",6,"Processed meat",233,27,10.5,1,13,0.669291338582677,16,16
"Chorizo Fort ","France",4,"Processed meat",2022,45,18,3,18,1.47637795275591,26,26
"Chorizo Fort (Offre Spéciale Lot de 2 x 200 g)","France",4,"Processed meat",2022,45,18,3,18,1.47637795275591,26,26
"Sobrasada de Mallorca Picante Forte","France",2,"Processed meat",2510,63,23,0.5,10,0.866141732283465,26,26
"Madeleines saveur fraise","France",6,"Biscuits and cakes",1898,25.3,2.5,50.9,5.3,0.31496062992126,15,15
"Galletas María sin gluten","Spain",4,"Biscuits and cakes",1870,12,3.8,76.4,7,0.083,14,14
"Galletas María sin gluten con chocolate ","Spain",4,"Biscuits and cakes",1860,16.5,7.6,66.5,7.5,0.0669291338582677,12,12
"Galletas María sin gluten","Spain",6,"Biscuits and cakes",1863,13,4.1,74.2,6.6,0.901,24,24
"Hojaldradas rellenas de crema","Spain",5,"Biscuits and cakes",2158.8,39.4,16,32.5,4.3,0.196850393700787,21,21
"Crema de guisantes","Spain",0,"Soups",253,2.5,0.4,7,3,0.2,1,1
"Crema de calabaza","Spain",0,"Soups",179,2,0.3,3.5,3.1,0.3,2,2
"Queso para untar Ajo y Perejil","Spain",4,"Cheese",981,22,15,3.8,5.9,0.385826771653543,13,16
"Palméra","France",6,"Biscuits and cakes",2259,31,15,59,5.4,0.362204724409449,22,22
"Palmeritas","France",0,"Biscuits and cakes",2592,24,16,65,4.7,0.433070866141732,21,21
"Biscuits de Canela","Other",5,"Biscuits and cakes",1988.73,24.6,9.66,56.24,5,0.00120866141732283,16,16
"Gazpacho","Spain",0,"Soups",154,2.2,0.3,2.9,0.9,0.33,2,2
"Cookies con chocolate negro","Spain",3,"Biscuits and cakes",2107,23.3,12.6,67.1,5.6,0.23,23,23
"Gazpacho - Pack de 3","Spain",0,"Soups",154,2.2,0.3,2.9,0.9,0.31496062992126,2,2
"Palmeritas","Spain",1,"Biscuits and cakes",2084,26,13,61,5,0.3,24,24
"Gazpacho Original","Other",0,"Soups",194,2.6,0.4,3.9,0.9,0.275590551181102,-3,-3
"Crema de 6 verduras mediterráneas","Spain",0,"Soups",164,1.4,0.2,5.1,1,0.196850393700787,1,1
"Gazpacho Original","Other",0,"Soups",182,2.6,0.4,4.4,0.7,0.18,-1,-1
"Gazpacho Original - Pack de 2","Spain",0,"Soups",182,2.6,0.4,4.4,0.7,0.18,-1,-1
"Gazpacho","Spain",0,"Soups",214.1,3.3,0.6,4,0.8,0.31496062992126,2,2
"Galletas BioArtesanas Árabes","Spain",0,"Biscuits and cakes",1889,20,7.3,68.9,6,0.5,17,17
"Galletas de soja sin gluten","Spain",3,"Biscuits and cakes",1883.59,16.05,1.8217,65.36,8.19,0.28,9,9
"Galletas de chocolate sin gluten","Spain",3,"Biscuits and cakes",1887.05,15.65,1.9469,66.15,8.09,0.31,9,9
"Plum cake sin gluten","Spain",9,"Biscuits and cakes",1522.6,15.8,1.5389,48.46,5.2,0.265748031496063,9,9
"Chorizo doux","France",1,"Processed meat",1975,42,17,0.2,25,0.78740157480315,23,23
"Chorizo Fort","France",1,"Processed meat",1975,42,17,0.2,25,1.25984251968504,25,25
"Saucissons Secs","France",4,"Processed meat",2010,42,16,3.2,24,1.37795275590551,25,25
"Chorizos secs","France",4,"Processed meat",1881,38,14,4.6,24,1.57,25,25
"BabiFresh","Other",10,"Biscuits and cakes",1643,19,2.19,53.6,4.6,0.177,9,9
"Crema de 7 hortalizas","Spain",1,"Soups",169,0.7,0.1,7.9,0.5,0.236220472440945,2,2
"Chiffonnade Bœuf Séché","France",2,"Processed meat",766,4.3,2.2,1.2,34.5,1.66929133858268,14,14
"Crema de verduras","Spain",0,"Soups",211.5,2.3,0.3,5.9,1.1,0.2916,3,3
"Crema de calabacín","Spain",0,"Soups",174.7,2.3,0.3,4.2,0.5,0.275590551181102,3,3
"Chorizo","France",5,"Processed meat",1804,38.8,18,1.4,20.4,1.06299212598425,25,25
"Crema de verduras","Spain",0,"Soups",170,0.9,0.15,5.9,1.3,0.354,1,1
"Queso en lonchas sin lactosa","Spain",0,"Cheese",1527,29,19,1.5,24.5,0.551181102362205,15,20
"Queso Manchego","France",3,"Cheese",1716,36.5,23.42,1,21.5,0.803149606299213,18,23
"Gazpacho","Spain",0,"Soups",134,2,0.3,2.7,0.8,0.3,2,2
"Galletas Digestive Chocolate","Spain",1,"Biscuits and cakes",2084,23.5,12.7,64.2,6.1,0.6,24,24
"Biscuits cacaotés White & Roll","France",5,"Biscuits and cakes",2173,26,18,65,5,0.393700787401575,25,25
"Gazpacho - Pack de 3","Spain",0,"Soups",140,2,0.3,2.7,0.8,0.3,2,2
"Gazpacho","Spain",0,"Soups",140,2,0.3,2.7,0.8,0.3,2,2
"Black & Roll","Spain",1,"Biscuits and cakes",1985,18,9.5,72,4.3,0.433070866141732,23,23
"Galletas María sin gluten","Spain",4,"Biscuits and cakes",1870,12,3.6,76.4,7,0.08,14,14
"Gazpacho","Spain",0,"Soups",185,3,0.7,3,0.7,0.275590551181102,2,2
"Jamón Ibérico 100 g de Bellota","Spain",2,"Processed meat",1401.9,21.9,6.3,0.5,30,2.24409448818898,20,20
"Chiffonade","France",2,"Processed meat",853,8.2,3.1,0.1,32.3,1.95275590551181,15,15
"Saucisse sèche pur porc sans gluten","France",5,"Processed meat",1973,40,15,6,23,1.42125984251968,26,26
"Chiquilín Energy","Other",5,"Biscuits and cakes",2057,22,11,66,6.5,0.24,19,19
"Gazpacho","Spain",0,"Soups",196,3.7,0.3,2.2,0.6,0.31496062992126,3,3
"Crema de calabaza y zanahoria congelada","Spain",0,"Soups",178,1.6,0.2,6.1,0.5,0.275590551181102,2,2
"Crema de calabacines congelada","Spain",0,"Soups",204,2,0.3,6.2,0.9,0.275590551181102,2,2
"Chorizo extra tranché 500gr - Pyrénées espagnoles - Soélia","Spain",8,"Processed meat",971,15.13,7.2,3.29,20.88,1.67322834645669,19,19
"Saucisson EXTRA CULAR","France",7,"Processed meat",1670,34.4,12.9,3.5,20,1.2992125984252,24,24
"Fuet + Naturel SANS LACTOSE  - Tradition Espagnole - Soélia","France",4,"Processed meat",1955,32.2,12.52,0.4,27.1,1.49606299212598,25,25
"Saucisson OLOT","France",6,"Processed meat",1822,36.95,14.4,5.8,21,1.49606299212598,26,26
"Chorizo Sarta Picant  - Tradition Espagnole","France",9,"Processed meat",1977,42.5,17,1.95,20.7,1.16141732283465,25,25
"Chorizo Sarta Doux  - Tradition Espagnole","France",9,"Processed meat",1977,42.5,17,1.95,20.7,1.16141732283465,25,25
"Fuet Extra  aux Noix - Tradition Espagnole","France",6,"Processed meat",1967,40.5,12.8,4,23.4,1.14173228346457,20,20
"Fuet Extra au Fromage Espagnol - Tradition Espagnole","France",7,"Processed meat",971,15.13,7.2,3.29,20.88,1.65354330708661,19,19
"Salami Gourmet Poivre Moitié Sous vide","France",6,"Processed meat",1680,36.6,13,5,14.3,1.53543307086614,23,23
"Saucisson de Dinde - Tradition Espagnole","France",9,"Processed meat",1336.6,22.8,14.4,5.7,23.3,1.49606299212598,24,24
"Chorizo de Dinde - Tradition Espagnole","France",10,"Processed meat",971,15.13,7.2,3.29,20.88,1.67322834645669,19,19
"Fuet Extra - Tradition Espagnole","France",6,"Processed meat",1891,38.5,14.07,2.2,25.25,1.18897637795276,25,25
"Fuet Extra aux Noisettes- Tradition Espagnole","France",6,"Processed meat",1936,40.5,12.9,0.7,24.8,1.10236220472441,20,20
"Fuet Extra aux Figues - Tradition Espagnole","France",6,"Processed meat",1736,30.1,11,14.2,22.3,1.14173228346457,22,22
"Saucisson BODEGA aux Noix  - Tradition Espagnole","France",8,"Processed meat",1967,40.5,12.8,4,23.4,1.14173228346457,25,25
"Saucisson BODEGA au Fromage Espagnol - Tradition Espagnole ","France",10,"Processed meat",1764,33.1,13.9,2.5,29,1.65354330708661,20,20
"Fuet Chorizo doux","France",6,"Processed meat",1810,35.14,12.91,5.55,23.63,0.511811023622047,20,20
"Fuet Chorizo fort","France",6,"Processed meat",1812,35.14,12.91,5.55,23.63,0.511811023622047,20,20
"Gazpacho andaluz Solfrío","Spain",0,"Soups",277,5.4,1.14,4,0.6,0.326771653543307,3,3
"Gazpacho","Spain",0,"Soups",313,6,0.9,4,0.7,0.354330708661417,2,2
"Crema de calabaza","Spain",0,"Soups",146,1.2,0.2,4.2,0.7,0.31496062992126,0,0
"Gazpacho Villaolivo","France",0,"Soups",151,3,0.5,1.5,0.5,0.15748031496063,0,0
"Palmeritas con chocolate sin gluten","Spain",14,"Biscuits and cakes",2299.4,35.7,18.1,55.7,0.9,0.32083,19,19
"Gazpacho Sin gluten","Spain",0,"Soups",236.6,4,0.7,3.9,0.9,0.3333,2,2
"Gazpacho","Spain",0,"Soups",221.4,3.9,0.7,3.2,0.9,0.3,2,2
"Crema de Calabaza ecológica","Spain",0,"Soups",205,2.3,0.35,5,1.3,0.236220472440945,1,1
"Crema de Verduras ecológica","Spain",0,"Soups",212,2.3,0.3,5.9,1.1,0.275590551181102,2,2
"Crema de Legumbres ecológica","Spain",0,"Soups",288,2.8,0.4,7.8,2.4,0.31496062992126,1,1
"Galletas Natur ACtive","Spain",5,"Biscuits and cakes",1879,17,1.7,69,6,0.393700787401575,2,2
"Linnea V Galletas sabor limón","Spain",2,"Biscuits and cakes",1883,18,1.9,65,5.5,0.590551181102362,7,7
"Galletas - DESCATALOGADO","Spain",3,"Biscuits and cakes",1859,12.3,1.2,76.4,5.5,0.4,14,14
"Galleta María Hojaldrada","Spain",4,"Biscuits and cakes",1740,7.8,0.8,78,6,0.354330708661417,10,10
"Galletas a la canela","Spain",2,"Biscuits and cakes",2215,27.5,23.1,64,5,0.492125984251969,22,22
"Gazpacho Tradicional - Pack de 2","Spain",0,"Soups",183,2.4,0.4,3.6,0.8,0.31496062992126,2,2
"Queso fresco batido desnatado &quot;Hacendado&quot;","Spain",0,"Cheese",195,0.1,0.1,3.5,8,0.04,-4,-4
"Fuet Espetec Extra","Spain",1,"Processed meat",1749,34,13.3,1.4,27.5,0,15,15
"Tinto de verano sabor limón","Spain",7,"Alcoholic beverages",151,0,0,3.1,0,0.015748031496063,9,0
"Palmeritas al cacao","Spain",7,"Biscuits and cakes",2042,28,18,51,4.4,0.303149606299213,19,19
"Lardons Fumés (Qualité supérieure)","France",4,"Processed meat",1179,23.5,8.5,1,17,1.48031496062992,21,21
"Mœlleux au chocolat","France",3,"Biscuits and cakes",1659,22.4,4.4,41.3,6.1,0.161417322834646,15,15
"Bolacha Maria","Other",3,"Biscuits and cakes",1804,7.5,3.3,82,7.3,0.3,15,15
"Edam","Other",2,"Cheese",1325,24,10,0,25,0.79,15,20
"Fromage fondu tranches","France",10,"Cheese",1039,20.5,13.5,6,10.5,0.5,13,18
"Biscuit fourré goût Chocolat","France",4,"Biscuits and cakes",2040,19.8,11.3,71,5.5,0.2,24,24
"Tranches pour Hamburger","France",12,"Cheese",1029,20.5,13.5,6,10.5,0.511811023622047,13,18
"Aros de chocolate negro","Spain",0,"Biscuits and cakes",2133,26,15,61,6,0.192913385826772,24,24
"Blanc de Poulet doré au Four (Qualité Supérieure) 4 Tranches","France",7,"Processed meat",443,1.9,0.7,1.3,20.6,1.04,11,11
"Fromage blanc nature Bio Dia","France",0,"Cheese",347,3.6,2.4,4.7,7.9,0.03,0,0
"Rillettes de Poulet Rôti en marmite","France",0,"Processed meat",1284,27,8.8,0.5,16,0.559055118110236,17,17
"Gouda (30% MG)","France",1,"Cheese",1503,30,18,0.1,23,0.79,17,22
"Maasdam (27% MG) x 10 tranches - 200 g - Dia","France",1,"Cheese",1426,27,17,0.1,25,0.5,14,19
"Mimolette (25% MG) x 10 tranches","France",1,"Cheese",1369,25,15,0.1,26,0.81,17,22
"Queijo Flamengo","Other",3,"Cheese",1413,28,18.8,0.6,21.6,0.382,13,18
"Gaufrettes au chocolat Dia","France",5,"Biscuits and cakes",2013,19,14,70,7.4,0.1,20,20
"Goûter Fourré chocolat Bio","France",3,"Biscuits and cakes",1910,16.4,9,65,9.6,0.2,15,15
"Speck italien fumé","France",2,"Processed meat",986,14,5.6,0.5,27,1.7,17,17
"Viande séchée dans les Alpes","France",2,"Processed meat",778,5.5,2.5,0.8,33,1.53,14,14
"Rosette des Monts du Lyonnais Dia","France",1,"Processed meat",1574,30,11.3,3.3,23.9,2.3,24,24
"Gaufres Liégeoises sucrées","France",6,"Biscuits and cakes",1800,21,9.5,57,6,0.3,21,21
"Maxi rochers Coco nappés de chocolat noir Dia","France",6,"Biscuits and cakes",1928,26,20.6,50.2,4.5,0.03,19,19
"Pâté de foie de qualité supérieure","France",2,"Processed meat",1385,31,12,3,11,0.669291338582677,21,21
"Pavé au poivre Dia","France",1,"Processed meat",1587,32,12.8,0.7,23,1.7,23,23
"Pocket Sticks Nature","France",3,"Processed meat",2194,45,18,4,27,1.5748031496063,25,25
"Coulommiers (23 % MG) au Lait Pasteurisé","France",0,"Cheese",1177,23,14.8,0.1,19.1,0.5,13,18
"Palmiers integrais com edulcorantes","Other",7,"Biscuits and cakes",2201,32,15,50,7,0.2,13,13
"Saint Marcellin IGP (21,5% MG) 240 g","France",0,"Cheese",1078,21.5,15,0.5,16.1,0.394,12,17
"Sablés fourrés aux figues","France",2,"Biscuits and cakes",1575,7,3,71,5,0.15,11,11
"Emmental Bio (28% MG) - 250 g - Dia","France",0,"Cheese",1531,28,18.5,1,28,0.4,12,17
"Galletas cookies &quot;Dia&quot;","Spain",6,"Biscuits and cakes",2121,25.5,14,62.6,5.5,0.37,25,25
"Biscuits fourrés à l'orange et nappés de chocolat","Other",8,"Biscuits and cakes",1617,10,6,69,3,0.05,17,17
"Pâté de campagne de qualité Supérieure","France",2,"Processed meat",1262,24,9.1,2,17,0.669291338582677,19,19
"Assortiment de biscuits","France",5,"Biscuits and cakes",2095,27.5,16.2,55.4,6.2,0.09,18,18
"Tomme de chèvre (24 % MG)","France",4,"Cheese",1421,24,16,1.7,24,0.6,15,20
"Blanc de Poulet Fumé (Qualité Choix) 4 Tranches","France",7,"Processed meat",465,2.7,0.8,1.3,20,0.89,4,4
"Crème de fromage au Camembert (5,8% MG)","France",3,"Cheese",1106,23,16,4,11,0.905511811023622,18,23
"Bleu fondant (33% MG)","France",0,"Cheese",1544,33,22,1,19,0.984251968503937,19,24
"Ovale double crème (29% MG)","France",0,"Cheese",1365,29,19,0.1,17,0.6,15,20
"Bresaola","France",3,"Processed meat",726,4,1.3,0,34,1.6,13,13
"Jambon cru allégé en mg Dia","France",4,"Processed meat",587,3,1.1,1,27,2,12,12
"Saint Paulin (20,5 % MG)","France",2,"Cheese",1160,20.5,13.5,0.5,23.5,0.67,15,20
"Petit Saint Paulin (30 % MG) ","France",1,"Cheese",1470,30,20,0.5,21,0.79,17,22
"Camembert (22% MG) au Lait Cru - 250 g - Dia","France",0,"Cheese",1154,22,14,0,20,0.7,15,20
"Petit Beurre Bio","France",4,"Biscuits and cakes",1913,13,8,75,8,0.4,18,18
"Quart de jambon sec Dia","France",1,"Processed meat",1031,15,5.7,1,27,2.2007874015748,18,18
"Gofres","Other",6,"Biscuits and cakes",1942,24.9,14.6,53.6,5.6,0.26,21,21
"Pastas","Spain",2,"Biscuits and cakes",2022,20,11,68,6,0.196850393700787,22,22
"Galletas Digestive Avena","Spain",0,"Biscuits and cakes",2021,22,10,61,7,0.393700787401575,18,18
"Fromage mi-Chèvre (26% MG)","France",0,"Cheese",1285,26,19,1,18,0.45,12,17
"Petits fours ","France",2,"Biscuits and cakes",2305,34,23,53,6,0.0394,26,26
"Jambon supérieur (-25% de sel) Découenné et dégraissé","France",2,"Processed meat",448,2,1,1,21,0.590551181102362,2,2
"Mini-Cakes aux fruits","France",12,"Biscuits and cakes",1577,13.4,1.3,58.6,4.5,0.413385826771654,17,17
"Fromage à tartiner Nature","France",0,"Cheese",1061,25.1,16,2.8,5,0.440944881889764,14,17
"Cookies aux pépites de chocolat et à la noix de coco ","Other",3,"Biscuits and cakes",2232,32,20,53,6.5,0.385826771653543,26,26
"Jambon serrano","France",3,"Processed meat",1056,14.2,5.9,0.9,30.3,1.77,18,18
"Mini Financiers aux Amandes","France",3,"Biscuits and cakes",1909,26.8,12.9,43.4,9.3,0.15,23,23
"Brie (31% MG) ","France",0,"Cheese",1436,31,21,0,17,0.59,15,20
"Cantal Jeune AOP (30 % MG)","France",0,"Cheese",1538,30,18.9,0.9,24.3,0.787,17,22
"Gouda au Cumin (31 % MG)","France",1,"Cheese",1555,31,21,0,24,0.748,17,22
"Morbier (30,6% MG)","France",1,"Cheese",1607,30.6,20.3,3.1,22.8,0.591,15,20
"Saint-Nectaire Laitier AOP (27 % MG)","France",0,"Cheese",1378,27,18,0.5,21.8,0.591,15,20
"Tomme blanche (32% MG)","France",0,"Cheese",1490,32,21,0,18,0.472,14,19
"Edam (24% MG)","France",1,"Cheese",1330,24,16,0,26,0.984,18,23
"Meule Grande Réserve (34 % MG)","France",0,"Cheese",1740,34,21.2,1.1,26.9,0.394,14,19
"Salsichas tipo Frankfurt","Other",8,"Processed meat",674,12.2,5.8,3.1,10,0.669,14,14
"Blanc de Poulet aux herbes (Qualité Choix) 4 Tranches","France",7,"Processed meat",465,2.7,0.8,1.3,20,0.893700787401575,4,4
"Jambon cuit supérieur AC, fumé bois de hêtre","France",1,"Processed meat",594,6.5,2.3,0.9,20,0.807,11,11
"Galettes suédoise au chocolat et aux flocons d'avoine","France",6,"Biscuits and cakes",2122,26.2,14.3,60.6,5.1,0.236220472440945,22,22
"Filet de Poulet Fumé (x 4 Tranches épaisses)","France",3,"Processed meat",453,1.8,0.6,0.7,22,0.669291338582677,3,3
"4 Beignets fourrés à la pomme","France",4,"Biscuits and cakes",1286,12.3,3,42,6.1,0.272,7,7
"Crackers","Spain",5,"Biscuits and cakes",2097,25,12,62,6,0.78740157480315,26,26
"Linguiça","Other",5,"Processed meat",1478,30.6,10.9,1,19.3,1.6,24,24
"Sablés au caramel au beurre salé","France",3,"Biscuits and cakes",2129,25,16,64,6,0.511811023622047,27,27
"Bolacha Maria","Other",1,"Biscuits and cakes",1819,9.5,4.4,77,8,0.295275590551181,16,16
"Fromage blanc nature (3% MG)","France",0,"Cheese",301,3,2,4.3,6.9,0.0393700787401575,-3,-3
"Mozzarella (18% MG) - 440 g - Dia","France",1,"Cheese",992,18,11.7,1.2,18,0.25,9,14
"Roquefort AOP (32 % MG)","France",0,"Cheese",1502,32,20.8,0,18.7,1.28,19,24
"Cookies aux pépites de chocolat et à la nougatine","France",3,"Biscuits and cakes",2141,27,12,59,6.5,0.511811023622047,28,28
"Lardons fumés (Qualité supérieure)","France",3,"Processed meat",1192,23.5,8.5,1,17,1.45669291338583,21,21
"Barre marbrée cacao","France",4,"Biscuits and cakes",1770,23,2,48,6,0.44,11,11
"Jambon sec italien","France",1,"Processed meat",855,9.1,4.4,0.5,30,2.36220472440945,16,16
"Blanc de Dinde (Qualité Supérieure) 4 Tranches","France",7,"Processed meat",444,1.4,0.6,0.9,22,1.1,11,11
"Emmental français râpé","France",1,"Cheese",1566,29,19.4,0,28.4,0.28,12,17
"Saucisse séche, qualité supérieure","France",5,"Processed meat",2054,43,17,1.9,24,1.85,26,26
"Knacks Volaille (x 10) ","France",5,"Processed meat",932,18.3,7.2,2,13,1.10236220472441,19,19
